start	end	text
1182020	1192260	e puxo jogo da barra, eu consigo começar a criar com ações dentro do próprio marquidão que a gente chama nessa aula de texto, então aqui, eu estou fazendo operação de som,
1192260	1203460	é já puxo o sigo, aqui eu xi, é isso aqui, mas e o som ele vai dar quadrado, então, não se preocupa com a sentax, mas muito mais,
1203460	1212420	é que você tem essa possibilidade de criar equações dentro de um marquidão na edação de texto, outra coisa muito legal,
1212420	1225500	chama de UI, que é a gráfica que usa interface, aqui no qual a bêlifica muito legal, a gente consegue criar essas células em as aqui diferentes, que são na verdade células dinâmicas,
1225500	1238140	então elas são células com integração gráfica, com computação, então aqui o que eu digitar, primeiro vamos ver o comando, né, aqui, eu passo,
1238140	1254060	aqui um parámetro texto, de gito, o que tem nesse parámetro, aqui na verdade é o resultado dele, né, e aqui chama a estegue jogo da bêlifica para a metrô,
1254060	1262080	tipo string, tipo string é porque ele é um tipo de texto, se eu quiser passar uma lista, compções, que é o que a gente chama de drope da
1263000	1269040	a gente passa aqui uma lista, então a lista é opção 1,2 opção 3, são as opções que eu vou ter aqui,
1269040	1275540	e eu posso fazer um imibir, eu posso fazer tanto texto quanto de drope da óbrica, aqui eu posso fazer uma lista,
1275540	1283760	e eu passo um parámetro, ela me imputue igual a tru, então também aqui nós preocupam no progúpe em bastante, mas saímos que você tem essa possibilidade,
1283760	1287780	isso aqui é muito, muito útil por exemplo, para fazer peixe, porque acontece é,
1292320	1299560	o que eu digita aqui na no front, na quencheão, ele armazerna na variável texto, então essa é a opção dinâmica,
1299560	1306440	talvez uma coisa que para ação é ação, essa é a opção que eu escolho, e aqui, também é uma seleção mais
1307440	1311440	a possibilidade de escrever, então é um imibir, né?
1312440	1318440	Porque por mais que tem opção, vamos lá também com o sexo selecionar o digital texto,
1319440	1326240	e o legal é que essas variáveis elas ficaram mais enadas ao mundo de todo o código, então eu de cria ali, agora eu vou testar,
1326240	1331740	e eu guarda ali a estringue hoje a dia dezoid, da mesma forma que a gente digita aqui no front,
1331740	1336740	tudo que a gente altera, ele vai alterar na base na minha variável, já ele tem por real também.
1337740	1343740	Outra coisa muito legal é os live, então os live termite você, por exemplo, criar parana dos dinâmicos,
1344740	1351740	aqui eu crio para a minha preslada, da mesma forma, tipo os live, defino mínimo o máximo,
1351740	1359740	e o step é a intervala que cada raixa na barra quanto que eu vou mudar, que no step eu vou ter de 0.1,
1359740	1365740	eu vou tomar a xílio de menos 1, e aqui também olha só que legal, ele fica dinâmico.
1366740	1371740	E a variável que a gente deixasse o leçonado, né?
1371740	1376740	Na verdade tem que botar para mudar, é que tem que rodar ela para efetivar, né?
1378740	1387740	E agora eu deixei no zero, ela tá no zero, sei o mundo da ela para zero por...
1387740	1394740	eu vou fazer com 3, sei o botar aqui, o número de slidem vai ser o rodação, confirmo,
1396740	1402740	e no reo selo do slidem, então esses são as de lais, não é realmente muito bacana ali, então tudo junto,
1402740	1406740	tem que botar no colabes para trabalhar com o variável e esse dinâmico.
1407740	1415740	E agora entrando realmente no código, vamos começar a falar das variáveis básicas lá no comecinho do Python.
1416740	1423740	O jeito mais simples já mais é nova variável, é o final de igual, e aqui a gente pode já mais é nova variável do tipo que a gente quiser,
1423740	1427740	quando a gente passou o número a gente não precisa passar as cascos, a gente passa simplesmente o mundo,
1427740	1434740	e aqui o legal é que a gente já bota em minha amarelo, então vocês repararem todos os gombros aqui, são amarelos,
1434740	1441740	então vai também tem isso de marcar os objetos dentro do código para me facilitar pela prebeia de fação visual,
1441740	1447740	nossa série do funcionão muito bem assim, então é um jeito que eu recomendo, por exemplo as casmas,
1447740	1456740	ordens e f, elas se elas não se as uís, as conções e os números vão ser amarelos, as estringes sempre vão ser larmes,
1456740	1465740	as variáveis criadas, as vígulas, vão ser brancas, então você consegue não nos preocupem decorar também, mas vão criar nesses acessões
1465740	1474740	que depois que eu muito mais faço ao meio coge, então a gente queria amareável a amarelo é como das e a mesma lógica funciona,
1474740	1484740	a gente já armasa em essa variável um número das, então pense em um igualdade, né, o coneixe define aqui e roda,
1484740	1497740	então vai, a partir daquele momento da partir dessa definição da exécutão, o A vai ser sempre das e claro que a gente altera aqui,
1497740	1507740	executando novamente, o A vai alterar também, então a gente tem também, é,
1508740	1518740	a gente tem também estrimes, então aqui nossa estrime, nossa variável que veio, a gente está armasando no estrime,
1518740	1528740	então aqui a gente tem aspas, ou lá, muda, então vocês repararem bem, fica lar em ginha também, seu tiro, as aspas,
1528740	1537740	ou primeiro que eu já achei é uma aqui que está errado, ou não terminate, então está faltando, mas se eu deixe desse jeito,
1537740	1549740	primeiro que ele nem fica, que são gosos, a arregens eu estou botando um avigo, já fica, a gente vai claramente ter errado, então sempre também é uma boa dica identificar pelo,
1550740	1557740	principalmente pelo, pelo sinais visual, né, todas cores, aqui quando eu já amazem a essa estrime, com as aspas e aí,
1557740	1568740	uma coisa bacana também do pai, que eu pône a esse, aspas do plus ou simples, desde que seja mesmo,
1570740	1576740	então, faz se aspas, sim, principalmente, você aspas do GoogleCodes, tem gente para feria, aspas simples, tem gente para feria, aspas do GoogleCodes,
1577740	1588740	a bom detalhe também, as aspas do GoogleCodes, tipo não tem nenhum certo, não é errado, tem gente para feria,
1588740	1597740	não preferia outra, mas, de qualquer forma, ela vai ser mistake, é isso que importa, basicamente, dos caminhos para chegar na mesma coisa,
1597740	1603740	vocês vão ver muito isso que existe muito isso no pai, então é alguns caminhos para chegar na mesma solução,
1603740	1615740	então aqui, próximo passo, vamos tentar criar nossa variável no América, aqui a gente amazem no 6, e vamos tentar dividir o 6 por 2, e o número inteiro,
1616740	1630740	que acontece, ele arredonda, ele arredonda, porque o 20 é uma função, funciona a ativa do pai, que ela faz esse arredonamento o prono no meu inteiro,
1630740	1639740	então aqui, se é dividir por 2, é 3 e nem, quando a gente arredonda, é isso que o pai faz ele puxa por um muito tempo mais próximo,
1640740	1650740	quando eu quiser demonstrar, como todas as casas no América disponíveis, eu devo chamar o float, que é a função float também, nativa do pai,
1650740	1660740	ela, as suas ativas do pai, que ficam nesse azulzinho, que meio piscina, e aqui, quando eu divido 3, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2,
1661740	1673740	aí, sim, eu consigo, se eu não botar o minho, e tentar dividir, eu vou ter um erro, na verdade, aqui eu estou tentando dividir a extringação,
1673740	1683740	ela é a mundo por 2, então não funciona, stringas, índice e voids, principalmente valores no Mercos, stringas, elas têm propriedades diferentes,
1684740	1690740	então a stringa não tem uma propriedade de visão, então aqui ele falou, não é suportar a divisão de stringa por índice,
1691740	1699740	ela é suportar a representação de visão de float, de índice, mas não de stringa por índice, então aqui realmente é impossível, aqui, senti que Z,
1699740	1705740	eu ouvalor no Mercos, tem que chegar no alfojo, várias aves de stringa,
1708740	1713740	stringa são exatamente textos, que a gente falou, ele fica mais enrado, que a gente pode ver o adio, o iLight Sim,
1714740	1723740	e, por ser texto, simplesmente, botei essa mais enamento diferente, esse fom, ele é a mais enadio diferente de números, o torno tem o comportamento diferente dos números,
1723740	1729740	e as funções que eu chamo por textos são diferentes, então uma delas, por exemplo, é a função OP,
1730740	1740740	se eu quiser deixar aqui mais oscro, eu só chamo meu paste, e ponto OP, isso é que é um método que deixa meu paste mais oscro,
1743740	1751740	valeu, Flick, bono noite, é outra possibilidade que a gente tem também, é o Replace, então, por ser stringa,
1751740	1763740	a gente consegue fazer o Replace, o que o Replace faz, ele substitui dentro da nossa stringa, e aí a substituição pessoal, muito cuidado, que ela é literal,
1764740	1771740	tudo que eu montar nesse primeiro espaço, e vai ser substituído, que eu botar nesse segundo espaço, que tiver entreiascas,
1771740	1789740	e isso inclui também osos espaço no embrando, osos passam embrando, então daqui, vamos ser substituidos, bonada, então vocês denenam aqui também os pacembram, e aqui não tem nada, e agora o que eu que acontece,
1789740	1799740	viu? Todos os passam, porque a literal mesmo, o pai, então, era literal, ele passa exatamente o que a gente tá fazendo,
1800740	1807740	sabe bem o Tokyo no chate, bono, e oscro das variáveis, quantas variáveis de stringa, eu pergente que não pode ser utilizado lista,
1807740	1816740	não, se eu quiser utilizar o operinálista, e aí considerando que uma lista tem várias strings dentro, mas eu tenho que acessar o objeto,
1817740	1824740	ou o objeto fazendo um loop, se eu tentar acessar a lista, a lista em si, ela não tem a propriedade do loop, que vai ter a propriedade do loop,
1825740	1835740	são as strings que estão dentro da lista, então a gente vir loop, e a gente vai ter que acessar o objeto, da nossa da lista, que no caso serão strings,
1835740	1844740	nós vamos fazer a nossa imparência de área, então, outra propriedade também, de stringas, é o caucho,
1845740	1854740	então, se eu quiser contar algum stringa dentro da nossa stringa maior, eu consegui, então aqui o cara acontece,
1854740	1864740	tem-me, o dentro da minha frase, então vamos ver se vai vincerto, então vai ter um, um, um, um, dois aos, então tem uns dois aos do oito aqui,
1864740	1882740	eu ver três, hoje é de, eu tô penear algum, hoje é de, é de, é de, hoje na verdade, então, prova o vivo que está, essa é, hoje é de, desde o oito, então são três aos, e, então,
1882740	1899740	mesmo, é o momento no count, para a strings, e aqui, em portante, sempre que a gente quiser, há mais em nada, e aqui eu vou só voltar ao, o nosso resultado, a gente tem que atribuir uma nova variável, então,
1899740	1909740	se eu quiser, aqui no caso, eu tô botando meu test de maimosco, seu quiser, foi o chip Wii, ela, pelo maimosco, eu tenho que atribuir ela igual a ela,
1910740	1920740	é ponto, o método do maimosco, seu que está querial uma nova variável, o tempo só, o pai, então, é simples assim, então, seu quiser pegar o que é o texto, o golpe,
1921740	1933740	e atribuir uma nova variável, tem que tomar o disco, eu consigo, é aqui, hoje é de, hoje, então, eu posso fazer o caminho investa na inadente, aqui eu posso botar o texto,
1935740	1945740	e usar o louco, eu contrai do outro, aí, é opa, aqui é, é que tô test de maimosco, por que? Porque a gente não se mostrou e eu botou test de maimosco,
1945740	1956740	eu me enusco, tudo sete, e eu mesmo vai, é esse, porque é verdadeira também, quando a gente tem que aplicar o método, que é reservado para números, para texto,
1957740	1965740	a gente não vai conseguir, porque não tem como arredondar o string, então ele vai, trazer o e, então, banana, banana, banana, massa, massa,
1965740	1975740	tem que tratar a cada coisa diferente, e próximo passo, agora começando nas listas, as listas, sim, elas são divididas por
1976740	1987740	chaves, chaves, é são chaves, então, cada objeto dentro da lista, é separar por viva, e esse objeto, ele pode ser qualquer coisa,
1987740	1997740	ele pode ser um número inteiro, ele pode ser um número float, ele pode ser, me string, ele pode ser, uma nova lista,
1998740	2011740	ele pode ser com a dupla, ele pode ser do sonário, pode ser qualquer coisa, então, essas são os propriedades da lista, são muito flexíveis e elas servem para a gente armazenar coisas,
2011740	2021740	então, aqui, a gente está armazenando os quatro objetos, e uma propriedade da lista é a indexação, então, aqui, vamos criar a nossa lista,
2022740	2040740	a, vamos números, um deiros, quatro sim, dez e onze, a indexação no Python, diferente de outras iguais, ela começa pelo zero, então, se eu seleciono um, o que vai acontecer, ele vai pegar o segundo, para pegar o primeiro, sempre no meio do zero,
2041740	2058740	então, os aerotras aqui, o primeiro elemento da nossa lista, e assim, saí-lhe, então, o seu quero pegar o terceiro, eu tenho que pegar, botar a, com índice 2, e, quem é essa, ela tem um do, seu possa aplicar propriedade do rope, na lista,
2059740	2079740	não, mas a lista tem as propriedades dela, eu posso aplicar funções, próprias planelistas, e uma função é a sorte, por exemplo, então, a sorte que ela faz, ela pega, usaremente da lista e ordena-se, mas se tiver um texto no meio, aí, ela não vai dar certo, porque está considerando que os elementos da sua lista são números, não faz sentido tentar oberar test, né?
2079740	2089740	tentar ordenar testo como, então, a lógica é tentar ordenar, e que tiver ela dentro, vamos ver que, a discussão é a testa, ela cresce, né?
2089740	2104740	do menor, para o maior, então, ela é o gooda nossa lista, então, aqui a gente chama, e, importantamente, observar, que é que, quando a gente chama a função, e não faz a attribuição, a gente na verdade só está dando uma conferida, né?
2104740	2115740	porque a gente não está botando na atratica, seu quer realmente efetivar essa mudança, eu tenho que fazer attribuição, ter que botar ela igual a ela,
2115740	2128740	a aplicar da função solatete, a isim ela fica o que eu estou definindo, o que eu queria definir, porque se eu não boto igual, ela não vai ser efetivado.
2129740	2146740	Outra lista aqui, vamos criar agora com um valor desnegativos, pode ver que, o sol atriz vale para valor desnegativos também, e também, a gente consegue um boas em plachido print,
2146740	2157740	eu estou chamando o num pai, já deu uma espalha desnegna, num pai, o biotech, que eu te uso para operações matemmásticas, e na verdade aqui, eu estou mostrando para vocês que eu consigo, dentro da nossa lista,
2157740	2172740	e chamando um print para mostrar, eu consigo pegar o mínimo da nossa lista, que vai ser o menos 10, você que pegar o máximo da nossa lista vai ser o 9, e outra coisa que legal, eu consigo pegar o STD, que é a estando redeviation, ou desvio padrão,
2172740	2184740	eu consigo pegar o desvio padrão, que é uma medida para ver quantos dados variam, então para ver quanto que é a variação média do status, como os nossos dados variam bastante,
2184740	2195740	menos 10, até 99, eu tenho um dia o padrão grande de 40, então aqui eu chamei o num pai, ponto STD, eu tenho uma pediginha aqui,
2195740	2206740	e eu tenho um IP dentro do num pai, existe um método STD, e eu contribui esse método ali está, então a partir da lista, ele gerou um desvio padrão, que é exatamente isso aqui,
2206740	2219740	a gente imprimiu ele, que não até é o junto com o mínimo e o máximo, e as listas elas têm propriedais que não falei, são relativas elas, como essas propriedidades são de listas,
2219740	2231740	então aqui eu tenho um a gente tem 2, nós criou 2, a e a b, ou na verdade é esse aqui, a gente voltou até mesmo, eu vou também, só para ficar certo,
2231740	2242740	então aqui eu a gente tem um aca a gente criou lá em cima, tem b, quando eu sou esses 2, o que ele faz, eles juntas, as duas listas em um,
2243740	2266380	e o contrário, porém, não é verdade, que não faz sentido, eu tirar uma lista de uma lista, que eu vou ter o que nada, então não vale a operação, mas a multiplicação, assim, então aqui, seu quiser, multiplicar todos os valores de uma lista, por 3, que eu faço,
2266380	2273380	vou explicar ela por 3, então, essa vai ser aquela regra do chuveirinho, por isso, é só essa tem muito tempo, não é assim, não mais,
2273380	2289380	mas ele tranquilmente é agra do chuveirinho, que que ele vai fazer, não desculpa confundir, essa que não é agra chuveirinho embaixo, essa aqui ele pega e, ao invés de adicionar, ele vai criar 3,
2289380	2301380	3 objetos para cada um, então aqui, só tinha o menos 10, ele vai criar 3, 10, então, essa é a lógica de pegar e dividir,
2301380	2311380	eu vou criar objetos dentro da operação da lista, a partir do que a gente manda com o ano aqui, então, se eu tomando aqui o seu estado de música,
2311380	2323380	a verdade eu quero que essa lista seja na verdade 3 delas na dentro da, e aí novamente, nos de exação começando a pousar,
2323380	2336380	agora, que eu falei, uma lista pode ser também just strings, e olha o que acontece a gente, são sóte, ele funciona, mas ele,
2336380	2347380	por que, para puxa para ordem, ao fenúmerico, e a gente tem muito cuidado com a ordem ao fenúmerico, que tem a diferença de ordem no meio, e ela não é ao phobética, porque ela começa a confinar,
2347380	2361380	vai pros números, do menor para o maior, e aí sim ela vai go合, então aqui a gente tem o que o que é ensinado, a gente tem 3 dias, lembrando sempre que os objetos da lista são separados por vivo,
2362380	2374380	então, é responder a pergunta na Sara Jantz, olha o que a qualquer essa, a gente tem a nossa lista, e ela vem todos se a gente poderá aplicar o open a nossa lista,
2375380	2399380	e isso é fácil, e já já dando a espórnia, foi o valor, um a como o valor, quando eu chamo valor, eu estou iterando, eu passei-se, entre cada objeada lista, então para cada valor em a, eu vou puxar o a, com o open, e eu vou dar um peixe aqui na tela,
2399380	2413380	para a gente ver que realmente dá a certa, então, eu vou para na verdade o poderuana, se você vai ser a noite já estou cansado,
2413380	2425380	mas então, para cada valor em a, um primo o open desse valor, e a plique vai to go up, olha o que ele fez, agora sim, então como são 3 objetos, 4 objetos,
2425380	2439380	para todos que estava, ele puxou o maiúsco, então é isso, isso lá, isso lá, isso é outra propriedade nas listas, que a gente consegue acessar uma parte da lista,
2439380	2448380	então, que a gente tem a nossa lista completa, se a gente quiser, o primeiro lista completa, a gente chama só dois pontos, o que?
2448380	2457380	e aqui, de me ajudar, para entender depois, porque um dois pontos é, ele dividiu o ponto de inicio no ponto partida, para deixar em branco, quando tem a mempondilista, nem ponto de partida,
2457380	2477380	então aqui, do 2 ao 5, eu vou pegar, começar no 2, 1, 2 e vou terminar no 5, 3, 4, 5, e aí, essa é uma dúvida que, para a gente tem, muda a esquerda, inicial, a gente inclui aí, muda a direita,
2477380	2503380	que termina, a gente não inclui a gente pega o objeto antes de, esse é uma reggaia do pai, então aqui, não lista 2, 5, eu vou pegar o 1, 8, e 2, que são respectivamente 2, 3, e 4 no nosso índice, seu que vai incluir, o sim que é o 3, eu tenho que botar o listo até o 6, e aí, essa é uma questão da reggaia de pai também,
2503380	2533340	você quiser pegar tudo desde o começo, vou fazer, eu deixo de 2 em branco, outra, agora eu vou em um pouco mais, a gente consegue acrescentar o step, lembra do step, lá do eslecê, é a mesma lógica, só que aqui é, de quanto enquanto eu vou criar a avançar, então aqui eu falo que eu vou querer começar no 5, eu vou criar até o 8, só que aqui eu vou andar de 2 e 2, não de 1, e aí eu vou querer fazer 5, o 8,
2534180	2558740	3, 0, e aí acabou, ele chegou no limite já, 2, 8, outra propriedade também é bem legal, é, quando a gente boto um step, deixe um início final em branco, e boto um step de menos 1, que ele faz, ele, em primeiro a salista, é o contrário, o primeiro a salista de trás para frente, 4, 12, e parece que a minha gente faz isso, não é?
2558740	2582800	Eu vou dar aqui para cá, ele evolui de trás para frente, e de exação também vale para estringir, não, não peria porque não vale, seu chão é um aqui da nossa lista de estringes eu vou pegar aqui o que é a segunda, e que não falei, a gente pode botar listas dentro de listas,
2582800	2605800	são listas animadas, que são propriedades extremamente usos, eles vão ver muito no mundo real, porque a gente está fazendo coisas dentro de coisas, é isso que a gente vê na vida, nossa vida a gente tem ele a gaveta, a gente já a másiva, a camiseta, a memuda, e essa é uma ideia que a gente consegue, até essa proximização a nível de infinitos, como se a gente vai ser,
2605800	2635680	ou tem as ali infinitos, a gente conseguir se botar dentro das listas aqui, c, a gente que não é lista c, com 3 listas dentro da lista, 1, 2, a lista 3, 4, e a lista é 5, 6, quando é em primeiro a ela, vem essas 3 listas, e quando é em primo, o c, 2, e que vem, a lista é do 5, 6, se eu quiser acessar a lista dentro da lista, o que eu faço,
2636320	2662680	eu chamo 2, e eu posso acessar o objeto dentro da lista, então aqui vamos ver se prende aqui, c, 0, 0, aqui eu to acessando primeiro, o objeto na primeira lista, c, 1, eu to acessando 2, agora o objeto na segunda lista, então esta é 4, é isso, né, tranquilo na pessoa, essa parte já devem estar a mestre,
2662680	2678680	aqui, os loops, agora, começando a brincadeira ficar legal, os loops eles executam, pois, em si, até que determinadas condições seja de atingido, então eles são sempre que a gente executam,
2678680	2708640	então, o loop tem que ter um ponto de parado, se não ele vai ficar rodando para sempre, aqui vamos pegar uma lista, um pouco maior, e olha só, como eles podem imprimir todos valores da lista, aqui a gente viu na equação chamar ela no insa, e dá certo, você que eu, a zero, 1, 2, a 3, a 4, assim, mas, imagina com 10 mil elementos, mas na ponta, tem que se levaria só, se inscrever esse código, e é esculupo, permito, né, fazer operações repetitivas,
2708680	2727680	então, para elimento, em a, imprima o elemento, já deu spoiler, e sim, mas a gente fez, é que com o nossa lista é de números, é de imprimir todos os números da nossa lista, na ordem que eles estão lá, então aqui vamos fazer o primeiro exercício juntos,
2727680	2740680	quem tem uma lista de dados, várias dados, e aqui, como a gente, eu vou pagar para a gente fazer juntos, não, vamos fazer aqui para a gente alçar bem,
2740680	2755680	como podemos filtrar os anameios com a idade maior que 18 na lista abaixo, então, primeiro passo, a gente queria uma lista em branco, que é onde a gente vai armarzenar, lembra que a lista de dados já existe, então a gente vai querer criar uma nova lista, menor a cidade,
2755680	2785480	e a gente começa no nosso condicional, loop, peruna, para a idade, então, a gente vai passear entre cada objeto aqui na nossa lista, vamos vamos, se a idade forma é a autoque de 8, a edição na realista, então, o que ele vai fazer, idade aqui 10, é menor autoque de 8, vai para dentro, e, beleza, continua, eu vou para a proximidade, vou ter aqui na, por a proximidade, 20, é menor autoque de 8,
2785480	2815440	não, então já não caiu na minha condição, já vou, para cima, 30, da menor autoque de 8, também não, nem caramea condição, 5, é menor autoque de 8, aí sim, a erica é na minha condição, e vai para a lista também, então, essa é lógica, tem, tem conversar com o corpo, e aqui, beleza, gente pegou, para cada idade na nossa idade, nossa lista de dados, se o número foi o menor autoque de 8, a gente adiciona a nossa lista é criada de menor a cidade,
2815440	2830440	e se a gente for ver o resultado dela, olha aqui, deu certo, a conexão em branco, e a gente foi passando, passa a passo na lista de dados, que a gente é menos de 8, na hora de jogar para cada.
2830440	2860400	O loop, a gente pode ver como a série de execuições sequencias, exatamente isso, que a gente fez aqui agora, então, o exemplo do loop, foca a gente fez aqui em cima, só que desenhou lado para fixar a mesma lista, uma hora de dar a gingbra, a primeira equilação, que é a primeira viagem dele, podemos falar assim, é, aqui na idade de zero, que a gente faz, se o idade for maior autoque de 8 adiciona, a segunda equilhada,
2860400	2875400	aqui na idade de igual a 1 até zero, na idade de igual a 2, e assim vai, então, imagine no trabalho que daria para fazer isso aqui, senti não, tivesse essa possibilidade de navegar sobre o objeto de uma lista,
2875400	2902400	e aqui, uma dica, uma dicazinha, descobrir 5 anos para aprender se você ditar contra o ponto e vigo a gente, adiciona no removimento, comentários, várias minhas, então, contra o ponto e vigo, até mexer com a idade aqui, mas a série de aqui, por exemplo, está fazendo manualmente o que a gente faz, não forma muito mais rápido,
2902400	2932360	se o bai tem um proporciono para a gente, tudo computacionalmente eficiente, né? E olha, olha, agora para a estrimes, como que eu posso ir ter as sobre elas, no mesmo jeito, e aí eu recomendo tentar criar uma lógica para vocês conversarem com o código, então aqui, eu tenho uma frase, eu lá a mongo e o final ponto de expalação, por favor, eu já estou falando com o ponto de guerreiro, podia ser, para, mas, por palavra, em frase,
2932400	2938400	para cada palavra na lista de frase, então frase, na verdade, é só o termo que a gente está achando,
2938400	2950400	se eu não quiser que chama a dia a pra caixar, e jogar aqui, vai nessa é também, mas o que a gente faz, tem que criar uma lógica, algo que te faz se liste, quando você vai escrever, então,
2950400	2959400	eu vou falar bem frases, mas frase não é uma frase frases, é uma lista, a gente está criando chamar cada palavra dentro dela, então, para cada palavra, em frase,
2959400	2971400	pra gente ia falar, e o mesmo, a gente consegue chegar no outro nível, se vocês repararem bem, isso aqui continua sendo uma estrime, né?
2971400	2981400	E o que eu posso fazer no mistrinho, eu posso acessar o mistrinho que não tem vígulo, é isso tem que expura, eu posso acessar cada característico dentro dela,
2981400	2995400	então, o que eu faço, liste de letras, pra cada palavra na frase, e aí dentro de cada palavra, então, primeiro coisa vem aqui no lado, e pra cada letra no lado, vou adicionar listas de letras,
2995400	3022400	e ele vai passar essa, essa, essa, aí o cabo, vou pra próxima palavra, essa, essa, essa, essa, cabo, pra próxima palavra, e aí isso que acontece, então aqui, a gente dá pra ter uma visão do nível que a gente consegue chegar, a dimonipulação usando listas, e aqui é o cada palavra virou homogéter da dimonista,
3022400	3029400	então a gente consegue, então, a gente consegue, então, a gente consegue chegar, usando parte, aqui agora, não é exemplo abaixo,
3029400	3044400	quantos são a feição, os comenos de 300,000, que o abrêloss, tem aqui uma lista de, que o calorias, né, pra várias comuníduas, e aqui olha que legal, agora a gente vai começar uma contagem,
3044400	3054400	ele quer saber contas, né, então, contas, que a gente já implica, sim, na nossa cabeça, assim, quantas a contagem, e toda a contão é absoluta,
3054400	3062400	com o entagem, ela começa o Zer, então, eu nunca viu uma contagem começando no 1,000, toda a contagem começa o Zer,
3062400	3084400	tipo, se eu começou em uma, já foi Zeragone, então, a gente faz a seta, a variável contagem com Zer, beleza, vamos preocupar depois, a gente vai ter que aumentar ela, mas primeiro tem que ser Zer, e agora vamos passear na nossa lista de calorias, de comidos,
3084400	3099400	né, então pra calorias em, que o fúdina é nossa lista aqui, se a caloria foi o menor do que 300, que como fazer, eu vou adicionar um na nossa contagem, e eu posso fazer isso com mais igual,
3099400	3110400	isso é a mesma coisa que eu fazer, contagem, igual contagem, mais um, e eu que ele faz, e pego o valor anterior, zero, se foi o menor do que 300, ele vai ser uma 1,
3110400	3122400	se não, ele vai já para o próximo objeto, então vamos fazer de novo aquela lógica de fazer junto, 300, é menor do que 300, não, igual, então, que ele vai fazer, vai no próximo, no 3,
3122400	3139400	é menor do que 300, ou pra, aí sim, vai adicionar uma contagem, 100, é menor do que 300, ou pra 5, 2, que é 200, que 300, não, então é não, é assim, gente, então aqui, usar o mais igual, é uma forma da gente evitar fazer isso, né,
3139400	3164400	ganhar ali, menos pollo, e aqui eu posso fazer o contrário, e aqui eu já vou fazer, uma outra, uma outra de que eu, você, isso, o print formatado, o print formatado, ele me tem nítico, ele, o que?
3164400	3179400	A gente é mais eno, não nosso, então, que é o como eu creio de caloria, eu posso levar dentro do print, se eu botão o f, antes nas minhas hastas, e aí, o que eu faço?
3179400	3193400	Eu chamo, é, chave, colcheitos, né, e colcheitos, eu chamo, não é, eu chamo, eu chamo, eu chamo, eu chamo, eu chamo, a brachave, caloria e fecho, achave, dentro de uma estringa normal, não,
3194160	3197480	wan, o que? O que vado para? Você agora?
3198480	3213440	Sim, ele... tem botaquilos só com a t missedo, eu vi tudo ShopPIavor, também tá ali na birthday, do gargara dabei
3213440	3221720	era um nome da minha variada, t like não, um t I que vai ser?
3223400	3225400	o contagem e reparem bem.
3226520	3231820	Olha aqui, o meu print está no mesmo nível, na mesma linha aqui,
3232860	3234760	do forno, então aqui que vai acontecer.
3234860	3237260	Ele só vai rodar depois que o forno ter rodado.
3239060	3241060	Ele só vai ter um print para a pontagem final.
3242240	3244580	O contagem final de dois, vamos ver.
3246280	3250780	Sem dos anos, realmente todos os outros são iguais ou maiores.
3251740	3253740	Então vamos fazer de junta de novo.
3254140	3256140	Pegar aqui todos os os dias da lista.
3256460	3258140	300,000 knot, que é 300?
3258140	3259140	Não.
3259140	3260940	Aí ele dá o print aqui.
3261140	3262640	Ele vai no else, né?
3263260	3265740	200,000 knot, do que 300.
3265740	3268740	Ele é 200, 100,000 knot, que é 300.
3268740	3271380	Ou pra contar, a gente tá vão com 1,1, 1, 2.
3271740	3272980	Quem é 200,000 knot.
3272980	3275180	E aí, todo para todos os outros,
3275180	3276420	cai vai clas do else, né?
3276420	3278660	Então ele vai no isso, não é menor.
3278660	3280340	Então quem roda,
3280340	3283020	é else, não roda a contagem.
3284020	3285820	Então é bom ter essa ideia também.
3286820	3288020	De nível de código, né?
3288020	3289540	Então aqui a gente tá no primeiro nível,
3289540	3290620	a gente foi no segundo,
3290620	3291340	terceiro,
3291340	3292500	o outro segundo,
3292500	3293100	terceiro,
3293100	3294220	o outro lá para o primeiro.
3296060	3297020	E no fim,
3298460	3299380	aqui também,
3301820	3303220	a gente tem as operações.
3303420	3305980	E eu posso, por exemplo,
3306700	3307660	botar o menor igual,
3307660	3310260	e o pai do entende também.
3310260	3312820	Então aqui no caso eu vou só botar o menor igual.
3313620	3315700	O presento,
3315700	3316660	agora sim,
3316660	3317820	tornando os condas.
3322260	3323300	E olha que legal também,
3323300	3325220	a gente pode começar a criar uma lógica
3325980	3330620	para somar valores dentro de...
3330620	3331380	Obviamente,
3331380	3333020	de variáveis armazenadas.
3333020	3334660	Então a gente pode começar também,
3335300	3337100	se a gente for pensar toda a dívida,
3337500	3338780	um dia foi zero, né?
3339300	3339940	E eu será,
3339940	3340700	um dia também,
3340700	3341700	e já foi vazio.
3341700	3343100	Então pensei nas alógicas
3343100	3345420	para sempre lembrar dínese a risada variável.
3345820	3347700	Então aqui a gente tem uma lista com algumas dívidas,
3347700	3349460	a gente faz insianiza
3349460	3351100	porque a gente quer contar
3351100	3352180	o leste de pedores
3352180	3354220	e somar a dívida acumulado.
3354780	3355580	A gente faz agora,
3355580	3358180	a gente vai passear para cada dívida.
3358180	3359340	Em dívidas,
3359740	3361620	se a dívida acumulada
3361620	3364420	por maior do que mil
3364780	3365980	e pensei em bem aqui.
3365980	3367100	Como ela vai começar zero,
